timestamp,code,name,price,change,change_pct,volume,open,high,low,prev_close
2026-02-09T03:52:33.554Z,2454,聯發科,1760,-1710,-100,9269,1760,1870,1760,1710
2026-02-09T03:52:33.554Z,2457,飛宏,28.6,0.8500000000000014,3.063063063063068,2529,28.35,28.85,28,27.75
2026-02-09T03:52:33.554Z,2485,兆赫,40.85,-0.6000000000000014,-1.4475271411338995,39898,44.6,45.2,40.8,41.45
2026-02-09T03:52:33.554Z,3481,群創,21.4,-0.40000000000000213,-1.8348623853211108,174811,22.5,22.5,21.3,21.8
2026-02-09T03:52:33.554Z,5340,建榮,101.5,-102,-100,15072,101.5,103,95.2,102
2026-02-09T03:52:33.554Z,5347,世界,126.5,6.5,5.416666666666667,48866,123.5,130,122.5,120
2026-02-09T03:52:33.554Z,5425,台半,62,-60.7,-100,1054,62,62.4,60.9,60.7
2026-02-09T03:52:33.554Z,6127,九豪,35.65,-35.25,-100,3672,35.65,36.45,34.7,35.25
2026-02-09T03:52:33.554Z,6182,合晶,34.85,-33.65,-100,3405,34.85,35.2,34.3,33.65
2026-02-09T03:52:33.554Z,6282,康舒,48.5,-46.85,-100,17221,48.5,49.45,47.45,46.85
2026-02-09T03:52:33.554Z,1303,南亞,76.9,-73.5,-100,87352,76.9,80.3,75.8,73.5
2026-02-09T03:52:33.554Z,1717,長興,54.9,0.7999999999999972,1.4787430683918616,11502,56.3,56.4,54.6,54.1
2026-02-09T03:52:33.554Z,1802,台玻,49,-47.6,-100,82039,49,49.4,44.55,47.6
2026-02-09T03:52:33.554Z,1809,中釉,24,-23.5,-100,1363,24,24.05,23.05,23.5
2026-02-09T03:52:33.554Z,1815,富喬,90.9,-87.6,-100,34498,90.9,91.2,88,87.6
2026-02-09T03:52:33.554Z,2059,川湖,3055,-2955,-100,404,3055,3055,2920,2955
2026-02-09T03:52:33.554Z,2303,聯電,62.7,0.8000000000000043,1.2924071082391022,104085,63.6,64.3,61.8,61.9
2026-02-09T03:52:33.554Z,2344,華邦電,106,-97.8,-100,145381,106,107.5,101,97.8
2026-02-09T03:52:33.554Z,2369,菱生,25.6,-24.6,-100,3273,25.6,25.8,25,24.6
2026-02-09T03:52:33.554Z,2371,大同,36.8,0.7999999999999972,2.2222222222222143,7224,37.25,37.25,36.45,36
