timestamp,code,name,price,change,change_pct,volume,open,high,low,prev_close
2026-02-09T01:43:49.846Z,2454,MEDIATEK INC,1790,80,4.678362573099415,2160476,1760,1800,1760,1710
2026-02-09T01:43:50.722Z,2457,PHIHONG TECHNOLOGY COMPANY LTD,28.450000762939453,0.7000007629394531,2.522525271853885,916835,28.350000381469727,28.600000381469727,28,27.75
2026-02-09T01:43:51.595Z,2485,ZINWELL,42.849998474121094,1.399998474121091,3.3775596480605325,15985959,44.599998474121094,45.20000076293945,42.20000076293945,41.45
2026-02-09T01:43:52.464Z,3481,INNOLUX CORPORATION,21.75,-0.05000000000000071,-0.22935779816514087,65295847,22.5,22.5,21.600000381469727,21.8
2026-02-09T01:44:28.922Z,6282,ACBEL POLYTECH INC,48.400001525878906,1.5500015258789048,3.3084344202324543,5158341,48.5,48.75,47.45000076293945,46.85
2026-02-09T01:44:29.898Z,1303,NAN YA PLASTIC,77.69999694824219,4.1999969482421875,5.714281562234269,18828588,76.9000015258789,78.19999694824219,75.80000305175781,73.5
2026-02-09T01:44:30.779Z,1717,ETERNAL MATERIALS CO LTD,56.29999923706055,2.1999992370605455,4.066542027838346,3772601,56.29999923706055,56.400001525878906,54.79999923706055,54.1
2026-02-09T01:44:31.648Z,1802,TAIWAN GLASS INDUSTRIAL CORPORA,46.20000076293945,-1.3999992370605483,-2.941174867774261,30522631,49,49.400001525878906,45.349998474121094,47.6
2026-02-09T01:44:32.520Z,1809,CHINA GLAZE CO,23.399999618530273,-0.10000038146972656,-0.42553353816904926,489620,24,24.049999237060547,23.25,23.5
2026-02-09T01:44:40.778Z,2059,KING SLIDE WORKS CO,3005,50,1.6920473773265652,104709,3055,3055,2995,2955
2026-02-09T01:44:41.645Z,2303,UNITED MICRO ELECTRONICS,62.400001525878906,0.5000015258789077,0.8077569077203679,27368860,63.599998474121094,63.599998474121094,61.79999923706055,61.9
2026-02-09T01:44:42.616Z,2344,WINBOND ELECTRONIC CORP,105,7.200000000000003,7.361963190184053,30136272,106,106,103,97.8
2026-02-09T01:44:43.492Z,2369,LINGSEN PRECISION INDUSTRIES,25.450000762939453,0.8500007629394517,3.455287654225413,1007885,25.600000381469727,25.799999237060547,25,24.6
2026-02-09T01:44:44.366Z,2371,TATUNG CO LTD,36.599998474121094,0.5999984741210938,1.6666624281141493,2266975,37.25,37.25,36.45000076293945,36
