timestamp,code,name,price,change,change_pct,volume,open,high,low,prev_close
2026-02-09T01:41:27.083Z,2454,MEDIATEK INC,1790,80,4.678362573099415,2130644,1760,1800,1760,1710
2026-02-09T01:41:27.953Z,2457,PHIHONG TECHNOLOGY COMPANY LTD,28.549999237060547,0.7999992370605469,2.88288013355152,869543,28.350000381469727,28.600000381469727,28,27.75
2026-02-09T01:41:28.822Z,2485,ZINWELL,42.349998474121094,0.8999984741210909,2.1712870304489527,15346331,44.599998474121094,45.20000076293945,42.20000076293945,41.45
2026-02-09T01:41:29.696Z,3481,INNOLUX CORPORATION,21.700000762939453,-0.09999923706054759,-0.4587120966080165,62784324,22.5,22.5,21.600000381469727,21.8
2026-02-09T01:42:06.355Z,6282,ACBEL POLYTECH INC,48.45000076293945,1.6000007629394517,3.4151563776722558,4930849,48.5,48.75,47.45000076293945,46.85
2026-02-09T01:42:07.225Z,1303,NAN YA PLASTIC,77.4000015258789,3.9000015258789062,5.306124525005314,17129562,76.9000015258789,78.19999694824219,75.80000305175781,73.5
2026-02-09T01:42:08.102Z,1717,ETERNAL MATERIALS CO LTD,56.099998474121094,1.9999984741210923,3.6968548505010945,3529251,56.29999923706055,56.400001525878906,54.79999923706055,54.1
2026-02-09T01:42:08.984Z,1802,TAIWAN GLASS INDUSTRIAL CORPORA,45.79999923706055,-1.8000007629394545,-3.781514207855997,28955311,49,49.400001525878906,45.349998474121094,47.6
2026-02-09T01:42:09.857Z,1809,CHINA GLAZE CO,23.350000381469727,-0.14999961853027344,-0.6382962490649934,464429,24,24.049999237060547,23.25,23.5
2026-02-09T01:42:17.882Z,2059,KING SLIDE WORKS CO,3020,65,2.199661590524535,87374,3055,3055,2995,2955
2026-02-09T01:42:18.749Z,2303,UNITED MICRO ELECTRONICS,62.29999923706055,0.3999992370605483,0.6462023215840845,26756312,63.599998474121094,63.599998474121094,61.79999923706055,61.9
2026-02-09T01:42:19.621Z,2344,WINBOND ELECTRONIC CORP,105,7.200000000000003,7.361963190184053,29819406,106,106,103,97.8
2026-02-09T01:42:20.488Z,2369,LINGSEN PRECISION INDUSTRIES,25.450000762939453,0.8500007629394517,3.455287654225413,962735,25.600000381469727,25.799999237060547,25,24.6
2026-02-09T01:42:21.356Z,2371,TATUNG CO LTD,36.54999923706055,0.5499992370605469,1.527775658501519,2216437,37.25,37.25,36.45000076293945,36
